id,destination,name,category,is_outdoor,no_kids_zone,tags
p271,제주,자연스러운식당,meal,FALSE,FALSE,"그리스음식,양식,식당"
p272,제주,한림칼국수,meal,FALSE,FALSE,"칼국수,만두,식당"
p273,제주,제주가보담 한우흑돼지 서귀포본점,meal,FALSE,FALSE,"육류,고기요리,흑돼지"
p274,제주,금능해수욕장,activity,TRUE,FALSE,"해수욕장,해변,바다"
p275,제주,프릳츠 제주성산점,cafe,FALSE,FALSE,"카페,디저트,커피"
p276,제주,블루엘리펀트 스페이스 제주,activity,FALSE,FALSE,"선글라스,쇼핑,안경"
p277,수원,콜마이키친,meal,FALSE,FALSE,"양식,식당,외식"
p278,수원,타코사노스 신풍점,meal,FALSE,FALSE,"멕시코음식,남미음식,타코"
p279,수원,가보정,meal,FALSE,FALSE,"육류,고기요리,갈비"
p280,영종도,인스파이어 스플래시 베이,activity,FALSE,FALSE,"워터파크,물놀이,실내"
p281,송도,웨스턴파크 스파앤풀,activity,FALSE,FALSE,"수영장,수영,물놀이"
p282,시흥,해양생태과학관,activity,FALSE,FALSE,"과학관,전시,관람"
p283,영종도,네스트호텔,view,FALSE,FALSE,"호텔,숙박,휴양"
p284,영종도,더위크앤 리조트,view,FALSE,FALSE,"콘도,리조트,숙박"
p285,청라,고고다이노키즈카페 청라점,kids,FALSE,FALSE,"키즈카페,실내놀이터,육아"
p286,송도,샌드라이빙 송도,kids,FALSE,FALSE,"키즈카페,실내놀이터,모래놀이"
p287,송도,해돋이공원고래들의숲방면주차장,activity,TRUE,FALSE,"주차장,공원,야외,물놀이터,그늘"
p288,부천,부천호수식물원 수피아,activity,FALSE,FALSE,"식물원,수목원,관람"
p289,계양,인천어린이과학관,activity,FALSE,FALSE,"과학관,체험,어린이"
p290,인천,국립인천해양박물관,activity,FALSE,FALSE,"박물관,전시,관람"
p291,송도,국립세계문자박물관,activity,FALSE,FALSE,"박물관,전시,관람"
p292,부천,웅진플레이도시,activity,FALSE,FALSE,"워터파크,물놀이,실내"
p293,영종도,원더박스,activity,FALSE,FALSE,"테마파크,놀이공원,실내"
p294,고양,현대 모터스튜디오 고양,activity,FALSE,FALSE,"체험,홍보관,자동차"
p295,영종도,파라다이스시티 씨메르,activity,FALSE,FALSE,"워터파크,수영장,휴양"
p296,부천,플레이아쿠아리움 부천,activity,FALSE,FALSE,"아쿠아리움,수족관,관람"
p297,일산,아쿠아플라넷 일산,activity,FALSE,FALSE,"아쿠아리움,수족관,관람"
p298,송도,미추홀공원 놀이터쪽 주차장,activity,TRUE,FALSE,"주차장,공원,야외,산책로"
p299,부천,상상샘 플레이 뮤지엄,kids,FALSE,FALSE,"키즈카페,실내놀이터,육아"
p300,하남,쥬라리움 하남점,activity,FALSE,FALSE,"동물원,실내,체험"
p301,과천,국립과천과학관,activity,FALSE,FALSE,"과학관,전시,관람"
p302,서울,서울상상나라,activity,FALSE,FALSE,"박물관,전시,체험"
p303,영종도,뽀로로앤타요테마파크 월미도점,kids,FALSE,FALSE,"키즈카페,실내놀이터,육아"
p304,송도,키즈스케이프 송도점,kids,FALSE,FALSE,"키즈카페,실내놀이터,육아"
p305,송도,캘리클럽 송도센트럴점,kids,FALSE,FALSE,"키즈카페,실내놀이터,액티비티"
p306,인천,키위스파랜드,activity,FALSE,FALSE,"찜질방,휴양,사우나"
p307,송도,트니트니PLUS 송도현대아울렛센터,kids,FALSE,FALSE,"놀이교육,키즈카페,아동"
p308,송도,아뜰리에 더초록,kids,FALSE,FALSE,"키즈카페,실내놀이터,육아"
p309,부천,플레이월드 부천점,kids,FALSE,FALSE,"키즈카페,실내놀이터,육아"
p310,시흥,월드킹 시흥점,kids,FALSE,FALSE,"키즈카페,실내놀이터,육아"
p311,인천,몬스터파크 구월점,kids,FALSE,FALSE,"키즈카페,실내놀이터,육아"
p312,청라,타이니어스 키즈카페 청라점,kids,FALSE,FALSE,"키즈카페,실내놀이터,육아"
p313,인천,월드킹 인천점,kids,FALSE,FALSE,"키즈카페,실내놀이터,육아"
